user_id,age,sex,fav_genre,isbn,rating
326,23,M,에세이,9788985505680 ,4
183,11,F,고전,9788932308647 ,5
923,40,F,요리/살림,9788937403170 ,2
275,29,M,만화,9788982812057 ,2
285,26,M,역사,9788972912484 ,4
283,20,M,역사,9788932308890 ,2
552,38,M,요리/살림,9788977660403 ,5
426,25,F,고전,9788974430054 ,1
939,40,F,여행,9788991508361 ,5
778,47,M,문학,9788979196238 ,5
112,17,M,과학,9788987787138 ,5
954,40,F,과학,9788950904869 ,5
628,31,F,만화,9791136292315 ,4
853,45,F,시,9788932009353 ,1
879,44,F,역사,9788939203471 ,1
349,20,M,과학,9788912090029 ,2
109,13,M,과학,9788988045312 ,2
47,14,M,역사,9788970123691 ,1
623,34,F,시,9788936422295 ,5
328,24,M,에세이,9788973370801 ,1
407,22,F,역사,9788976820501 ,4
102,16,M,여행,9788985846226 ,5
675,34,F,요리/살림,9788901039893 ,5
877,42,F,역사,9788932902494 ,2
606,39,F,소설,9788988045312 ,1
850,43,F,소설,9788983753823 ,4
884,43,F,역사,9788973370771 ,2
377,20,F,시,9788932012148 ,4
423,24,F,고전,9788912090029 ,2
702,33,F,여행,9788959131877 ,4
82,19,M,요리/살림,9788983752772 ,4
661,39,F,고전,9788937460043 ,1
348,23,M,과학,9788930037501 ,5
613,32,F,시,9788932009346 ,1
141,11,F,시,9788932900209 ,2
868,46,F,만화,9791133487592 ,4
632,31,F,만화,9788985846554 ,1
750,43,M,만화,9788973370801 ,2
168,12,F,문학,9788971965948 ,4
740,47,M,시,9788982818318 ,4
254,21,M,시,9788973370801 ,2
381,20,F,시,9788973370474 ,1
692,38,F,에세이,9788964360033 ,4
273,22,M,만화,9788982812057 ,2
918,44,F,요리/살림,9788937403224 ,2
84,11,M,에세이,9788932902494 ,2
689,33,F,에세이,9788971843079 ,5
942,45,F,여행,9788937403224 ,1
71,11,M,고전,9788974430207 ,5
878,47,F,역사,9791198593276 ,4
423,24,F,고전,9788972593638 ,2
172,15,F,문학,9788985777216 ,5
871,44,F,만화,9791133487554 ,5
142,11,F,시,9788932009346 ,2
535,39,M,문학,9788936470111 ,5
387,25,F,만화,9788927076933 ,4
267,26,M,만화,9791134845797 ,4
291,25,M,문학,9788933845011 ,4
905,43,F,고전,9788976821034 ,4
133,17,F,시,9791171710867 ,4
73,11,M,요리/살림,9788932902494 ,2
585,30,M,여행,9788932009346 ,1
118,14,M,과학,9788932009353 ,2
463,20,F,여행,9788984310919 ,4
139,13,F,시,9788976265203 ,4
690,36,F,에세이,9788985599337 ,5
740,47,M,시,9788988045312 ,2
756,49,M,역사,9791157061778 ,5
890,47,F,문학,9788932902494 ,2
935,40,F,에세이,9788932900995 ,2
571,31,M,에세이,9788980381319 ,4
44,17,M,역사,9788932009346 ,2
292,29,M,문학,9788912090029 ,2
473,21,F,과학,9788932009346 ,2
704,31,F,여행,9788974430054 ,1
540,33,M,고전,9788937460043 ,1
631,32,F,만화,9791171248988 ,5
256,22,M,시,9788954698818 ,5
28,16,M,만화,9788934902812 ,5
948,47,F,과학,9788982812057 ,1
555,33,M,요리/살림,9788932900995 ,1
690,36,F,에세이,9788973370801 ,2
697,39,F,여행,9788959867783 ,5
1,19,M,소설,9788970638331 ,2
258,23,M,시,9788937403224 ,2
473,21,F,과학,9788937403170 ,2
336,25,M,여행,9788985673693 ,5
131,16,F,소설,9788972592556 ,5
625,34,F,만화,9788982812057 ,2
151,15,F,만화,9788973370474 ,1
146,19,F,만화,9788949400020 ,4
667,37,F,고전,9788932900209 ,2
68,11,M,고전,9788972912521 ,4
264,25,M,만화,9791165019037 ,5
465,20,F,여행,9788995234853 ,4
673,34,F,요리/살림,9788979191387 ,2
251,24,M,소설,9788932009353 ,1
840,45,F,소설,9788988045312 ,2
939,40,F,여행,9788961885775 ,5
516,38,M,역사,9788988045312 ,1
499,31,M,시,9788936427122 ,5
208,14,F,에세이,9788970123691 ,1
156,15,F,역사,9788932900995 ,1
71,11,M,고전,9788937460043 ,2
511,37,M,만화,9791136780560 ,5
259,26,M,시,9788954698818 ,5
496,39,M,시,9788932312729 ,4
596,34,M,과학,9788932900995 ,2
51,10,M,문학,9788932900995 ,1
485,34,M,소설,9788932900209 ,1
774,40,M,문학,9788932900209 ,1
93,10,M,에세이,9788985846530 ,4
618,31,F,시,9791170402770 ,4
392,24,F,만화,9788912090029 ,2
161,13,F,역사,9788979191387 ,2
412,20,F,문학,9788982640674 ,5
528,32,M,문학,9788932308890 ,2
482,34,M,소설,9788988045312 ,1
900,43,F,고전,9788931004021 ,5
48,14,M,문학,9788985846554 ,1
249,21,M,소설,9788973370825 ,4
352,21,M,과학,9788970862729 ,4
886,40,F,역사,9788985577922 ,2
751,46,M,만화,9791193022344 ,4
170,16,F,문학,9788937403170 ,1
344,21,M,여행,9788986361520 ,5
591,36,M,과학,9788937403170 ,1
686,33,F,에세이,9788974430054 ,1
840,45,F,소설,9788974251703 ,5
720,45,M,소설,9788985577922 ,1
269,25,M,만화,9791165019037 ,5
653,30,F,문학,9788937403224 ,2
21,12,M,시,9788932308890 ,1
733,46,M,시,9788979191387 ,1
337,28,M,여행,9788985673693 ,4
498,38,M,시,9788932014265 ,4
97,15,M,여행,9788983753915 ,4
423,24,F,고전,9788988045312 ,1
545,31,M,고전,9788939203471 ,1
737,40,M,시,9788991147843 ,5
36,13,M,역사,9788932900209 ,1
795,43,M,요리/살림,9788995615539 ,5
541,38,M,고전,9788901036342 ,4
732,43,M,시,9788973370771 ,1
733,46,M,시,9788932016214 ,4
948,47,F,과학,9788939203471 ,2
216,14,F,여행,9788985846554 ,2
79,15,M,요리/살림,9788973370801 ,1
8,16,M,소설,9788972593638 ,4
740,47,M,시,9788901052649 ,5
49,13,M,문학,9788979191387 ,2
161,13,F,역사,9788987787022 ,5
15,16,M,시,9788971843383 ,4
607,38,F,소설,9788932900995 ,2
732,43,M,시,9788979191387 ,2
41,15,M,역사,9788937460043 ,1
817,43,M,여행,9788979191387 ,1
569,33,M,에세이,9788932900209 ,1
7,17,M,소설,9788982812057 ,4
85,11,M,에세이,9788971968864 ,5
679,31,F,요리/살림,9788937460043 ,2
191,18,F,고전,9788973370771 ,1
464,28,F,여행,9788932902494 ,1
221,19,F,여행,9788932009346 ,2
510,32,M,만화,9788970123691 ,1
169,19,F,문학,9788932007410 ,5
508,34,M,만화,9791136780430 ,4
869,47,F,만화,9791169793131 ,4
613,32,F,시,9788995501474 ,4
419,23,F,문학,9788983470133 ,4
48,14,M,문학,9788988045312 ,1
9,12,M,소설,9788932008325 ,1
500,39,M,시,9788932013749 ,4
825,42,M,여행,9788957577172 ,4
271,24,M,만화,9791134841331 ,4
568,36,M,에세이,9788985599733 ,4
951,49,F,과학,9788937460043 ,2
667,37,F,고전,9788979191387 ,1
167,12,F,역사,9788979191387 ,1
677,30,F,요리/살림,9788931428582 ,5
873,48,F,만화,9791140494149 ,5
711,38,F,과학,9788982812057 ,2
462,25,F,여행,9788982812057 ,1
348,23,M,과학,9788985304511 ,5
874,46,F,만화,9791169793131 ,5
644,36,F,역사,9788933870792 ,5
93,10,M,에세이,9788912090029 ,2
377,20,F,시,9788982812057 ,1
559,33,M,요리/살림,9788932902494 ,1
7,17,M,소설,9788937403224 ,4
33,12,M,만화,9788985846554 ,1
792,48,M,요리/살림,9788995615508 ,5
932,44,F,에세이,9788982812057 ,1
255,20,M,시,9788937403170 ,1
318,27,M,요리/살림,9788932308890 ,1
623,34,F,시,9791170402770 ,5
652,30,F,문학,9788932902494 ,1
477,20,F,과학,9788973370771 ,1
849,43,F,소설,9788973370474 ,2
189,17,F,고전,9788970123691 ,2
329,21,M,에세이,9788990274038 ,4
202,12,F,요리/살림,9791188601233 ,5
656,31,F,문학,9788932900209 ,1
719,34,F,과학,9788932900209 ,1
706,36,F,여행,9788973370474 ,2
165,14,F,역사,9788912090029 ,1
474,22,F,과학,9788936483029 ,4
596,34,M,과학,9788985577922 ,1
488,34,M,소설,9788937400551 ,5
3,15,M,소설,9788982812057 ,4
922,46,F,요리/살림,9788988045312 ,2
416,21,F,문학,9788937403224 ,1
738,45,M,시,9788990235466 ,5
655,38,F,문학,9788987358116 ,4
812,42,M,에세이,9788934999348 ,4
812,42,M,에세이,9788973370474 ,2
916,43,F,요리/살림,9788982812057 ,1
89,18,M,에세이,9788937460043 ,2
232,15,F,과학,9788983710352 ,5
512,39,M,만화,9788955824933 ,4
831,40,M,과학,9788980380831 ,5
643,34,F,역사,9788933870839 ,5
622,36,F,시,9791141606831 ,4
135,16,F,시,9788988739013 ,4
692,38,F,에세이,9788932900995 ,2
40,15,M,역사,9788984070202 ,4
558,37,M,요리/살림,9788988045312 ,1
108,12,M,과학,9788983710086 ,5
856,49,F,시,9788932018492 ,4
775,49,M,문학,9788935652242 ,5
484,31,M,소설,9788935601202 ,5
514,30,M,만화,9788988045312 ,1
949,49,F,과학,9788983710444 ,4
838,43,M,과학,9788934403128 ,5
807,48,M,에세이,9788925563350 ,4
851,48,F,소설,9788974430054 ,1
818,49,M,여행,9788952743350 ,4
610,36,F,소설,9788985846554 ,2
307,24,M,고전,9788973370474 ,2
807,48,M,에세이,9791190065672 ,5
254,21,M,시,9791141600778 ,5
634,39,F,만화,9788985846554 ,1
114,12,M,과학,9788988540039 ,5
138,19,F,시,9788932035932 ,5
808,46,M,에세이,9788932009353 ,2
316,23,M,요리/살림,9788974430054 ,1
838,43,M,과학,9788972593638 ,2
712,32,F,과학,9788932900995 ,2
518,37,M,역사,9788936482152 ,4
404,29,F,역사,9788974430054 ,2
757,44,M,역사,9791157061778 ,4
226,13,F,여행,9788985673754 ,4
117,11,M,과학,9788932902494 ,2
922,46,F,요리/살림,9788932009353 ,2
127,19,F,소설,9788974430191 ,4
353,26,M,과학,9788970123691 ,1
100,11,M,여행,9788973370771 ,1
887,49,F,역사,9791139716788 ,5
422,20,F,고전,9788932009353 ,1
764,47,M,역사,9788932900209 ,1
357,21,M,과학,9788971968840 ,4
956,48,F,과학,9788974430498 ,5
886,40,F,역사,9788912090029 ,2
586,37,M,여행,9788973370801 ,1
923,40,F,요리/살림,9788973377534 ,5
55,11,M,문학,9788912090029 ,2
823,45,M,여행,9788973370801 ,1
627,33,F,만화,9788972593638 ,1
216,14,F,여행,9788932009353 ,1
726,45,M,소설,9788985577922 ,2
111,17,M,과학,9788972593638 ,2
683,33,F,요리/살림,9788985846554 ,2
861,48,F,시,9788936422837 ,5
219,12,F,여행,9788932902494 ,1
775,49,M,문학,9788988336601 ,5
390,25,F,만화,9788937403224 ,2
337,28,M,여행,9788973370474 ,1
831,40,M,과학,9788985846615 ,4
719,34,F,과학,9788974430054 ,1
900,43,F,고전,9788970123691 ,1
169,19,F,문학,9788986834604 ,4
663,37,F,고전,9788974430054 ,2
408,23,F,문학,9788973370801 ,1
806,40,M,에세이,9788932900995 ,1
645,34,F,역사,9788973370771 ,1
750,43,M,만화,9791168761841 ,4
517,32,M,역사,9788979191387 ,1
256,22,M,시,9788936425043 ,4
568,36,M,에세이,9788982814495 ,4
265,20,M,만화,9788939203471 ,1
626,31,F,만화,9788932902494 ,1
875,43,F,만화,9791136791863 ,5
723,47,M,소설,9788932900209 ,1
404,29,F,역사,9788985846554 ,2
446,26,F,에세이,9788937403224 ,2
108,12,M,과학,9788986270303 ,4
202,12,F,요리/살림,9788970123691 ,1
737,40,M,시,9788932308890 ,2
670,38,F,고전,9788937403170 ,1
748,49,M,만화,9788912090029 ,1
721,45,M,소설,9788985577922 ,2
35,18,M,만화,9788988017180 ,5
717,39,F,과학,9788937460043 ,2
88,14,M,에세이,9788972593638 ,2
597,39,M,과학,9788974430054 ,1
221,19,F,여행,9788932902494 ,2
512,39,M,만화,9788954696692 ,4
528,32,M,문학,9788973370771 ,1
736,49,M,시,9788936421731 ,4
247,21,M,소설,9788933800690 ,5
224,10,F,여행,9788995085233 ,4
735,40,M,시,9788932016115 ,5
748,49,M,만화,9788937460043 ,2
32,13,M,만화,9788932902494 ,1
855,40,F,시,9788936422844 ,4
393,22,F,만화,9788937403224 ,1
187,16,F,고전,9788973370771 ,2
899,41,F,문학,9788973370474 ,1
558,37,M,요리/살림,9788970415116 ,5
131,16,F,소설,9788952703637 ,5
883,48,F,역사,9791170611448 ,4
738,45,M,시,9788959243075 ,4
513,30,M,만화,9788970123691 ,2
588,38,M,과학,9788973370801 ,2
366,26,F,소설,9788979191387 ,1
632,31,F,만화,9791171721535 ,5
636,38,F,역사,9788971740040 ,4
126,15,F,소설,9788973370832 ,4
443,26,F,요리/살림,9788932900995 ,1
928,47,F,에세이,9788932009346 ,1
342,22,M,여행,9788934908869 ,4
710,30,F,과학,9788972593638 ,1
493,39,M,시,9788973370771 ,2
102,16,M,여행,9788983753915 ,4
335,20,M,에세이,9788985846554 ,1
582,35,M,여행,9788973370771 ,1
605,34,F,소설,9788982812057 ,2
127,19,F,소설,9788973370535 ,4
254,21,M,시,9788974430054 ,1
435,21,F,요리/살림,9788985846554 ,2
301,28,M,고전,9788985577922 ,1
864,46,F,만화,9791169444064 ,4
116,17,M,과학,9788934904328 ,5
478,27,F,과학,9788985846554 ,2
416,21,F,문학,9788932902494 ,1
638,35,F,역사,9788937460043 ,2
87,15,M,에세이,9788932308890 ,1
477,20,F,과학,9788988791318 ,5
696,36,F,여행,9788932009346 ,2
921,47,F,요리/살림,9788991396401 ,5
437,20,F,요리/살림,9788932902494 ,1
832,42,M,과학,9788932009346 ,2
749,43,M,만화,9791127867799 ,5
263,21,M,시,9788973370801 ,1
435,21,F,요리/살림,9788932308890 ,1
274,21,M,만화,9788988045312 ,2
273,22,M,만화,9791195739585 ,4
946,45,F,여행,9788932009353 ,2
322,25,M,요리/살림,9788988045312 ,2
115,12,M,과학,9788974831004 ,4
631,32,F,만화,9788982812057 ,2
845,49,F,소설,9788970632056 ,5
619,37,F,시,9788982814389 ,4
145,15,F,만화,9788932009346 ,1
482,34,M,소설,9788937400513 ,4
600,35,F,소설,9788936430177 ,4
278,21,M,역사,9788912090029 ,1
142,11,F,시,9788970901909 ,4
26,13,M,만화,9788988758038 ,5
268,29,M,만화,9791136215390 ,4
899,41,F,문학,9788988045312 ,1
410,29,F,문학,9788972912224 ,4
146,19,F,만화,9788932900995 ,1
393,22,F,만화,9791165019501 ,5
831,40,M,과학,9788934403128 ,5
219,12,F,여행,9788985673488 ,4
155,17,F,만화,9788932009353 ,1
72,15,M,요리/살림,9788972593638 ,2
251,24,M,소설,9788937403170 ,1
17,19,M,시,9788988344064 ,4
234,11,F,과학,9788983710215 ,5
157,13,F,역사,9788912090029 ,1
450,25,F,에세이,9788939203471 ,2
664,36,F,고전,9788937403224 ,2
419,23,F,문학,9788973370801 ,1
766,43,M,역사,9791192836416 ,4
948,47,F,과학,9788985304719 ,5
954,40,F,과학,9788973370474 ,2
634,39,F,만화,9791138481328 ,4
408,23,F,문학,9788982811852 ,4
914,40,F,요리/살림,9788973370474 ,1
567,39,M,에세이,9788912090029 ,2
324,24,M,에세이,9788983753687 ,5
107,15,M,여행,9788937403224 ,2
382,26,F,시,9788937421914 ,4
210,15,F,에세이,9788935610419 ,5
398,24,F,역사,9788972910831 ,5
608,37,F,소설,9788975271281 ,5
580,35,M,여행,9788995251157 ,4
523,31,M,역사,9788986270389 ,4
606,39,F,소설,9788912090029 ,1
156,15,F,역사,9788971395325 ,4
454,23,F,에세이,9788932900995 ,2
117,11,M,과학,9788934904328 ,5
477,20,F,과학,9788988045749 ,4
444,21,F,에세이,9788973370474 ,2
503,30,M,시,9788973370474 ,1
783,45,M,고전,9788939203471 ,2
299,20,M,문학,9788932900209 ,1
415,22,F,문학,9788970850825 ,5
675,34,F,요리/살림,9788932308890 ,1
592,36,M,과학,9788970340111 ,5
400,26,F,역사,9788932900995 ,2
928,47,F,에세이,9788982812057 ,1
640,35,F,역사,9788933870839 ,5
504,39,M,만화,9788932009346 ,2
885,42,F,역사,9788912090029 ,1
753,48,M,만화,9791193022344 ,4
91,14,M,에세이,9788983752864 ,4
688,36,F,에세이,9788932900209 ,1
556,32,M,요리/살림,9788974430054 ,1
859,46,F,시,9788979191387 ,2
403,24,F,역사,9788982812057 ,2
569,33,M,에세이,9788901034331 ,4
80,17,M,요리/살림,9788995044339 ,4
159,10,F,역사,9788973370801 ,1
689,33,F,에세이,9788937403224 ,1
827,40,M,여행,9788957577172 ,4
697,39,F,여행,9788957972267 ,4
739,45,M,시,9788973370771 ,1
480,36,M,소설,9788937460241 ,4
827,40,M,여행,9788991055599 ,5
624,38,F,만화,9788937403224 ,2
268,29,M,만화,9788973370474 ,2
761,49,M,역사,9788932009353 ,2
421,20,F,고전,9788932900209 ,2
270,25,M,만화,9788932900995 ,1
409,22,F,문학,9788973370771 ,1
5,12,M,소설,9788972593638 ,5
265,20,M,만화,9791164034802 ,5
337,28,M,여행,9788950970239 ,4
71,11,M,고전,9788937403170 ,1
142,11,F,시,9788937406997 ,4
363,22,F,소설,9788972751076 ,4
699,31,F,여행,9788979191387 ,1
954,40,F,과학,9788972913016 ,5
753,48,M,만화,9791169189248 ,5
523,31,M,역사,9788932308890 ,2
121,12,F,소설,9788982812057 ,2
273,22,M,만화,9788973370474 ,2
707,33,F,여행,9788973370801 ,2
250,24,M,소설,9788985846554 ,1
86,18,M,에세이,9788985846332 ,4
320,21,M,요리/살림,9788985577922 ,2
413,22,F,문학,9788972912217 ,4
414,27,F,문학,9788937423734 ,5
270,25,M,만화,9791165071424 ,4
337,28,M,여행,9788970123691 ,2
1,19,M,소설,9788932000312 ,1
605,34,F,소설,9788985846554 ,1
232,15,F,과학,9788930036948 ,5
395,28,F,만화,9788973370771 ,2
23,16,M,시,9788970123691 ,2
560,39,M,요리/살림,9788985846554 ,2
943,41,F,여행,9788970593494 ,4
494,34,M,시,9788972593638 ,2
340,24,M,여행,9788989824053 ,4
539,33,M,문학,9788931002423 ,4
699,31,F,여행,9788952745385 ,5
528,32,M,문학,9788932009353 ,2
959,40,F,과학,9788988996201 ,5
654,37,F,문학,9788979191622 ,4
726,45,M,소설,9788936436575 ,4
864,46,F,만화,9791169446730 ,4
467,21,F,여행,9788970123691 ,2
440,28,F,요리/살림,9788912090029 ,2
486,35,M,소설,9788937400544 ,4
575,39,M,에세이,9788937460043 ,1
922,46,F,요리/살림,9788995677223 ,4
23,16,M,시,9788988344101 ,5
715,34,F,과학,9788932309378 ,4
335,20,M,에세이,9788986128192 ,5
215,11,F,에세이,9788985509992 ,5
504,39,M,만화,9791136780126 ,5
498,38,M,시,9788937403224 ,1
173,15,F,문학,9788932007410 ,5
787,41,M,고전,9788973370801 ,1
59,16,M,문학,9788937403170 ,2
641,32,F,역사,9788970123691 ,2
882,40,F,역사,9788932009346 ,1
933,48,F,에세이,9788973370771 ,1
694,36,F,에세이,9788946417489 ,5
77,11,M,요리/살림,9788912090029 ,1
696,36,F,여행,9788959867783 ,4
280,24,M,역사,9788985846554 ,2
91,14,M,에세이,9788971968864 ,4
199,14,F,요리/살림,9788998010911 ,5
100,11,M,여행,9788932900209 ,1
411,22,F,문학,9788988017203 ,4
445,28,F,에세이,9788970122960 ,5
211,17,F,에세이,9788973372782 ,4
721,45,M,소설,9788937403224 ,2
230,15,F,과학,9788988045312 ,2
554,32,M,요리/살림,9788989941002 ,5
611,30,F,소설,9788986834765 ,5
575,39,M,에세이,9788932009353 ,2
416,21,F,문학,9788935630769 ,4
815,45,M,에세이,9788995584194 ,5
100,11,M,여행,9788985846226 ,4
605,34,F,소설,9788912090029 ,1
