title,author,genre_id,genre,ISBN,description_aladin,description_naver,salesPoint,mallType
이상한 과자 가게 전천당 8,"히로시마 레이코 (지은이), 쟈쟈 (그림), 김정화 (옮긴이)",48877,국내도서>어린이>동화/명작/고전>외국창작동화,9791164062287,이상한 과자 가게 전천당 8권.  ‘악의’가 들어간 전천당 과자를 먹은 손님들의 이야기가 전개된다. 오늘의 행운 손님들은 우연히 전천당에 들러 소원을 이루어 주는 과자를 구매한다. 처음에는 과자의 효과가 적절하게 나타났지만 시간이 지날수록 그 정도가 강해진다. 자신을 행복하게 해 줄 거라 믿었지만 도리어 불행에 빠뜨린 전천당 과자.,,7203,BOOK
아몬드 (양장) - 제10회 창비 청소년문학상 수상작,손원평 (지은이),50993,국내도서>소설/시/희곡>한국소설>2000년대 이후 한국소설,9788936434267,"제10회 창비청소년문학상 수상작. ‘감정을 느끼지 못하는’ 소년의 특별한 성장 이야기로, 첫 장부터 강렬한 사건으로 시작해 다음 페이지가 궁금해지게 만드는 흡입력 강한 작품이다. 타인의 감정에 무감각해진 ‘공감 불능’인 이 시대에 큰 울림을 준다.",,32398,BOOK
해커스 토익 기출 VOCA (보카) - 주제별 연상암기로 토익 영단어 30일 완성! RC/LC 필수 토익 보카 [최신 기출 어휘+출제포인트 수록ㅣ단어암기 어플 제공],David Cho (지은이),49857,국내도서>외국어>토익>Vocabulary,9788965422785,토익 기초 단어부터 고난도 어휘까지 모든 난이도의 단어를 수록했다. 토익 빈출?주제 30개에 맞춰?단어를 수록하여 주제별로 묶어서 쉽게 암기가 가능하다. 단어 MP3를 바로 들을 수 있는 QR코드를 각 Day 시작 페이지에 삽입하여 편리하게 학습이 가능하다.,,217557,BOOK
"시선으로부터,",정세랑 (지은이),50993,국내도서>소설/시/희곡>한국소설>2000년대 이후 한국소설,9788954672214,"데뷔 10년, 장르를 넘나들며 다양한 방식으로 이야기를 펼쳐내면서도 우리를 단 한 번도 실망시킨 적이 없는 정세랑 작가가 돌아왔다. 구상부터 완성까지 5년이 걸린 대작으로, 한국일보문학상을 수상한 &lt;피프티 피플&gt; 이후 4년 만에 내놓는 신작 장편소설이다.",,37875,BOOK
매우 예민한 사람들을 위한 책 - 뇌과학과 정신의학이 들려주는 당신 마음에 대한 이야기,전홍진 (지은이),51514,국내도서>인문학>심리학/정신분석학>교양 심리학,9788967358020,"지난 10여 년간 삼성서울병원 정신건강의학과 전문의로서 1만 명 이상의 환자를 상담·치료해온 전홍진 교수의 저서. 서양인과 한국인의 우울증 양상 차이, 국내 스트레스와 자살 연구 등을 대규모로 주도해온 그는 그간의 임상시험 및 상담 사례를 대거 방출한다.",,16452,BOOK
마음을 사로잡는 만화 컷 분할 교실,"후카야 아키라, 도쿄네임탱크 (지은이), 황미숙 (옮긴이)",50987,국내도서>예술/대중문화>미술>미술 실기,9788978496223,"만화 그리기에 처음 도전하는 초보자, 어느 정도 습작 경험은 있지만 콘티 작업이나 연출이 여전히 어려운 사람, 표현력을 키워 좀 더 재미있게 이야기를 전달하고 싶은 사람을 위한 ‘만화 컷 분할 입문서’다.",,6696,BOOK
부의 대이동 - 달러와 금의 흐름으로 읽는 미래 투자 전략,오건영 (지은이),2225,국내도서>경제경영>재테크/투자>재테크/투자 일반,9791196831080,"위기 속, 돈이 계속 풀려나오는 상황에서 세계의 돈이 지금 어디로 흘러가고 있는지, 또 앞으로 어디로 흘러갈 것인지 변화된 돈의 흐름을 알아본다. 그리고 이러한 인사이트를 바탕으로 어떻게 하면 나의 포트폴리오 자산을 보호하고 장기적 안목에서 투자를 할 수 있을지 그 방법을 제안한다.",,13831,BOOK
주식투자 무작정 따라하기 - 100만 왕초보가 감동한 최고의 주식투자 입문서,윤재수 (지은이),174,국내도서>경제경영>재테크/투자>주식/펀드,9791165210144,"《주식투자 무작정 따라하기》의 최신개정판. 지금 당장 시장 분석에 활용할 수 있도록 업데이트된 시장분석자료와 기업데이터는 물론 스마트폰의 대중적 보급에 따른 모바일 환경에서의 투자 조언, 달라진 주식시장 제도, 해외주식투자자를 위한 친절한 조언 등을 꼼꼼하게 담았다.",,19366,BOOK
김미경의 리부트 - 코로나로 멈춘 나를 다시 일으켜 세우는 법,김미경 (지은이),70216,국내도서>자기계발>성공>성공학,9788901243665,"앞당겨진 미래, 달라진 세상에서 ‘나는 어떻게 일하고, 어떻게 살 것인가’에 대한 답이 긴급한 이때, 110만 구독 유튜브 채널 &lt;김미경TV&gt;의 크리에이터이자 대한민국 최고의 자기계발 강사 김미경이 코로나 위기를 넘어서는 일자리와 비즈니스의 현실적인 해법을 제시한다.",,16862,BOOK
보건교사 안은영,정세랑 (지은이),50993,국내도서>소설/시/희곡>한국소설>2000년대 이후 한국소설,9788937473098,"오늘의 젊은 작가 9권. &lt;지구에서 한아뿐&gt;, &lt;덧니가 보고 싶어&gt;, &lt;이만큼 가까이&gt;, &lt;재인, 재욱, 재훈&gt; 등의 소설을 출간하며 참신한 상상력과 따뜻한 이야기로 독자의 사랑을 받아 온 소설가 정세랑의 장편소설.",,10571,BOOK
설민석의 만만 한국사 1 - 선사 시대부터 삼국 시대까지,"설민석, 신지희 (지은이), 김덕영 (그림), 단꿈 연구소 (감수)",48904,국내도서>어린이>초등 한국사,9791164135912,"학습과 재미를 한 번에 잡은 신개념 한국사 학습 만화 시리즈이다. 국민 역사 선생님 설쌤의 이야기를 따라 흥미롭게 펼쳐지는 만화와 다채로운 퀴즈, 그리고 이어지는 문제를 통해 한국사를 보다 효과적으로 학습할 수 있다.",,3553,BOOK
박막례시피 - 배부르다고 착각하지 마,"박막례, 김유라 (지은이)",53472,국내도서>요리/살림>생활요리,9791190758185,"유튜브 채널 Korea Grandma의 조회수 상위 랭킹을 차지하며 화제가 된 국수 시리즈, 국물 떡볶이 등 분식은 물론 반찬, 국물 요리, 김치까지 총 62가지 레시피를 담았다. 또한 박막례 할머니 말투 그대로 살린 요리 꿀팁, 총 20여 컷의 특별 화보도 포함되었다.",,3906,BOOK
강남 사장님 - 2020년 제26회 황금도깨비상 수상작,"이지음 (지은이), 국민지 (그림)",48874,국내도서>어린이>동화/명작/고전>국내창작동화,9788949121925,2020년 제26회 황금도깨비상 수상작. 백만 구독자를 거느린 유튜브 스타 고양이 ‘강남’을 사장님으로 모시게 된 지훈이의 특별한 아르바이트 체험기를 담은 동화로 심사위원으로부터 “시의성 있는 특별한 소재”가 돋보인다는 평을 들었다.,,13655,BOOK
우리가 빛의 속도로 갈 수 없다면 (호크니 리커버 에디션) - 2019 제43회 오늘의 작가상 수상작,김초엽 (지은이),89482,국내도서>소설/시/희곡>과학소설(SF)>한국 과학소설,9791190090018,"2017년 '관내분실'과 '우리가 빛의 속도로 갈 수 없다면'으로 제2회 한국과학문학상 중단편 대상과 가작을 수상하며 작품 활동을 시작한 김초엽 작품집. '순례자들은 왜 돌아오지 않는가', '스펙트럼', '공생가설', '우리가 빛의 속도로 갈 수 없다면', '감정의 물성', '관내분실', '나의 우주 영웅에 관하여'가 수록되었다.",,62282,BOOK
ETS 토익 정기시험 기출문제집 1000 Vol. 2 Reading (리딩) - All New 최신 기출 10회 기출문제 한국 독점 출간,ETS (엮은이),49854,국내도서>외국어>토익>Reading,9788917232196,"정기시험 최신 기출문제 10세트가 수록되어 있다. 기출문제를 통해 토익 최신경향을 숙지하고 실전 감각을 키워 실제 시험에 확실하게 대비할 수 있다. 또한, 출제기관 ETS가 제공하는 표준 점수환산표를 수록했다.",,45605,BOOK
이별이 오늘 만나자고 한다,이병률 (지은이),51167,국내도서>소설/시/희곡>시>한국시,9788954674201,"문학동네 시인선 145권. 이병률 시인이 3년 만에 내놓는 신작 시집이다. &lt;이별이 오늘 만나자고 한다&gt;는 나보다 나의 감정을 더 잘 아는 사람, 슬픔에서 아름다움을 발견할 줄 아는 이병률 시인이 우리에게 조용히 건네는 따뜻한 위로의 인사말이다.",,4758,BOOK
이토록 멋진 곤충,"안네 스베르드루프-튀게손 (지은이), 니나 마리 앤더슨 (그림), 조은영 (옮긴이), 최재천 (감수)",48869,국내도서>어린이>과학/수학/컴퓨터>생물과 생명,9791189723132,"곤충학자가 글을 쓰고 수채화가가 그림을 그린, 아름다운 곤충 과학책. 호수에서, 숲에서, 정원에서, 집에서 살고 있는 다양한 곤충들의 이야기로 가득하다. 곤충이란 존재는 우리와 함께 지구를 공유하는, 아름다운 생명체라는 것을 보여준다.",,5241,BOOK
"코로나 사피엔스 - 문명의 대전환, 대한민국 대표 석학 6인이 신인류의 미래를 말한다","최재천, 장하준, 최재붕, 홍기빈, 김누리, 김경일, 정관용 (지은이)",51378,국내도서>인문학>교양 인문학,9791189995898,"코로나19 사태로 인해 인류가 예전과 전혀 다른 삶을 살게 될 것은 자명해 보인다. 과거의 언어, 과거의 방식으로는 이 같은 위기를 이겨내기 힘들 것이라는 자성적 성찰이 대두하는 가운데 각 분야 대표 지성들이 대담한 인사이트를 내놓았다.",,7333,BOOK
죽은 자의 집 청소,김완 (지은이),51371,국내도서>에세이>한국에세이,9788934992493,"수많은 언론이 집중 조명한 어느 특수청소부의 에세이. 누군가 홀로 죽은 집, 쓰레기가 산처럼 쌓인 집, 오물이나 동물 사체로 가득한 집…. 쉽사리 볼 수도, 치울 수 없는 곳을 청소하는 특수청소업체 '하드웍스' 대표 김완의 특별한 죽음 이야기.",,14065,BOOK
어른들의 거짓된 삶,"엘레나 페란테 (지은이), 김지우 (옮긴이)",51023,국내도서>소설/시/희곡>세계의 소설>이탈리아소설,9788935668557,‘나폴리 4부작’의 작가 엘레나 페란테의 최신작으로 거짓으로 점철된 어른들의 세계를 다룬 매혹적이고 도발적인 성장소설이다. 13세 소녀 조반나는 식탁 밑으로 아버지와 친형제같이 지내는 마리아노 아저씨와 어머니의 다리가 뒤엉켜 있는 광경을 목격하고 이를 계기로 어른들의 위선적인 삶에 눈뜬다.,,2191,BOOK
복자에게,김금희 (지은이),50993,국내도서>소설/시/희곡>한국소설>2000년대 이후 한국소설,9788954674492,단단한 시선과 위트 있는 문체로 인간의 보편적 불행과 슬픔을 보듬는 작가 김금희의 두번째 장편소설. 첫 장편 &lt;경애의 마음&gt;에서 모든 이들의 마음의 안부를 물었던 작가는 &lt;복자에게&gt;에서 한 사람의 인생을 꺾이고 무너지게 만드는 '실패'에 대해 쓴다.,,5395,BOOK
천 개의 파랑 - 2019년 제4회 한국과학문학상 장편 대상,천선란 (지은이),89482,국내도서>소설/시/희곡>과학소설(SF)>한국 과학소설,9791190090261,"한국과학문학상 장편 대상 수상작. 2019년 첫 장편소설 &lt;무너진 다리&gt;로 SF 팬들에게 눈도장을 찍었고, 2020년 7월, 소설집 &lt;어떤 물질의 사랑&gt;을 통해 우리 SF의 대세로 굳건히 자리 잡은 천선란의 작품이다.",,36935,BOOK
ETS 토익 정기시험 기출문제집 1000 Vol. 2 Listening (리스닝) - ALL New 최신 기출 10회 기출문제 한국 독점 출간,ETS (엮은이),49855,국내도서>외국어>토익>Listening,9788917232189,"정기시험 기출문제 10세트가 수록되어 있다. 출제기관 ETS가 제공하는 표준 점수 환산표를 수록했다. 문제를 풀었다면 환산표를 통해 자신의 실력이 어느 정도인지 가늠할 수 있다. 또한 교재 학습자를 위한 온라인 학습 커뮤니티을 통해, 교재 MP3 및 학습 콘텐츠, 정기시험 대비특강을 지원한다.",,41929,BOOK
"큰별쌤 최태성의 별★별한국사 기출 500제 한국사능력검정시험 심화(1.2.3급) - 개편 첫 시험(47회) 반영, 최신 기출문제 10회분 수록",최태성 (지은이),166525,"국내도서>수험서/자격증>한국사능력검정시험>심화(1,2,3급)",9791165980245,"수험생들의 학습 패턴과 한능검 기출을 철저히 분석해 학습 효과를 극대화할 수 있는 분량, 2020년 47회 시험부터 2018년 38회까지 최신 기출문제 10회분, 총 500문항을 수록하였다. 실전처럼 연습할 수 있도록 실제 시험지와 같게 구성하였다.",,4553,BOOK
2021 전한길 한국사 합격생 필기노트 (10쇄) - 공무원 9급 및 한국사능력검정시험 대비,전한길 (지은이),34630,국내도서>수험서/자격증>공무원 수험서>7/9급 공무원>한국사>강의노트/기타,9791197133503,"공무원 9급(경찰.소방.법원직.계리직 포함) 및 한국사능력검정시험 대비를 위한 수험서이다. 방대한 양의 한국사 내용을 핵심만 압축한 교재로, 한국사의 흐름과 핵심을 모두 잡아준다. 검.인정 교과서의 주요 내용 및 2020년 최신 공무원 한국사 기출문제를 모두 수록하였다.",,8850,BOOK
아몬드 (반양장) - 제10회 창비 청소년문학상 수상작,손원평 (지은이),50759,국내도서>청소년>청소년 문학>청소년 소설,9788936456788,"제10회 창비청소년문학상 수상작. ‘감정을 느끼지 못하는’ 소년의 특별한 성장 이야기로, 첫 장부터 강렬한 사건으로 시작해 다음 페이지가 궁금해지게 만드는 흡입력 강한 작품이다. 타인의 감정에 무감각해진 ‘공감 불능’인 이 시대에 큰 울림을 준다.",,38007,BOOK
맨큐의 경제학 - 8판,"그레고리 맨큐 (지은이), 김경환, 김종석 (옮긴이)",8560,국내도서>대학교재/전문서적>경상계열>경제학,9788962184181,"경제학의 중요 이론과 원리를 빠짐없이 정리하였으며, 다양한 사례를 통해 이론서가 쉽게 놓칠 수 있는 현실과의 괴리감을 줄였다. 특히 저자는 학생들이 경제학에 친숙하게 다가가게 하기 위해 되도록 문장은 간결하게 집필하였다.",,4204,BOOK
주식 부자 프로젝트 - 하루 만 원으로 시작하는,채상욱 (지은이),174,국내도서>경제경영>재테크/투자>주식/펀드,9791190931083,"그동안 부동산 전문가로 대중에게 알려졌던 채상욱이, 2018~2020년 3년 연속 베스트 애널리스트로서 그의 본업인 주식 투자에 대해 집필한 첫 투자서다. 그는 지난 10년간 애널리스트로 주식 시장을 바라보면서 단기간에 10배, 100배 성장하는 기업들에는 공통점이 있고, 성공한 투자자라면 누구나 이러한 기업에 투자하고 있다는 것을 알게 됐다.",,1534,BOOK
더 해빙 - 부와 행운을 끌어당기는 힘,"이서윤, 홍주연 (지은이)",70216,국내도서>자기계발>성공>성공학,9791190382175,"부와 행운을 만나는 출발점, 마법의 감정 Having! 국내 최초로 미국에서 선(先)출간되어 세계가 먼저 찾아 읽은 책이다. 영미권을 비롯 프랑스, 독일, 이탈리아, 러시아 등 21개국에 판권이 수출되어 ‘불안감이 사라지게 해준 책’, ‘행운의 바이블’, ‘이 책을 읽고 행운이 찾아왔다’ 등 찬사를 보낸 이 책은 마음가짐을 다듬으며 원하는 것을 얻는 놀라운 가르침을 담고 있다.",,25126,BOOK
큰별쌤 최태성의 별★별한국사 한국사능력검정시험 심화(1.2.3급) 하 - 새로운 시험 체계(2020년 5월 47회부터 시행)에 대비한 맞춤 기본서,최태성 (지은이),166525,"국내도서>수험서/자격증>한국사능력검정시험>심화(1,2,3급)",9791164421114,"오랜 연구와 검증으로 한국사에 기초가 전혀 없는 사람도 단기간에 한능검에 합격할 수 있는 최적의 구성을 완성하였다. 판서의 장인 큰별쌤 최태성이 핵심만을 모아 만든 아트 판서를 수록하고, 시험에 자주 등장하는 사료, 사진, 지도 등을 모아 해설하여 합격을 위한 필수 개념을 익히기 쉽게 하였다.",,14897,BOOK
"연의 편지 (어나더커버 특별판, 양장)",조현아 (지은이),7443,국내도서>만화>인터넷 연재 만화,9791196155773,"출간 두 번째 여름을 맞아 하드커버 양장으로 구성된 어나더커버 특별판. 이번 특별판은 조현아 작가의 새로운 일러스트를 사용한 하드커버 양장 표지와 함께 특별판, 일반판, 중국판 표지 그림을 3종 일러스트 엽서로 제작하여 같이 증정한다.",,22263,BOOK
큰별쌤 최태성의 별★별한국사 한국사능력검정시험 심화(1.2.3급) 상 - 새로운 시험 체계(2020년 5월 47회부터 시행)에 대비한 맞춤 기본서,최태성 (지은이),166525,"국내도서>수험서/자격증>한국사능력검정시험>심화(1,2,3급)",9791164421053,"오랜 연구와 검증으로 한국사에 기초가 전혀 없는 사람도 단기간에 한능검에 합격할 수 있는 최적의 수험서다. 판서의 장인 큰별쌤 최태성이 핵심만을 모아 만든 아트 판서를 수록하고, 시험에 자주 등장하는 사료, 사진, 지도 등을 모아 해설하여 합격을 위한 필수 개념을 익히기 쉽게 하였다.",,16400,BOOK
오늘부터의 세계 - 세계 석학 7인에게 코로나 이후 인류의 미래를 묻다,"안희경 (지은이), 제러미 리프킨, 원톄쥔, 장하준, 마사 C. 누스바움, 케이트 피킷, 닉 보스트롬, 반다나 시바",51378,국내도서>인문학>교양 인문학,9791157062010,"위기의 원인은 무엇이고, 인류 앞에는 어떤 선택지가 놓여 있는가, 그리고 그 선택이 가져올 우선적인 변화는 무엇인가. 위기의 원인을 날카롭게 진단하고 임박한 질서를 대담하게 상상할 수 있는 통찰로 가득한 책이다.",,3195,BOOK
장군이네 떡집,"김리리 (지은이), 이승현 (그림)",48874,국내도서>어린이>동화/명작/고전>국내창작동화,9788949162041,"초등학교 3학년 국어 교과서 수록 도서로, 2010년 출간 이후 누적 20만 부가 판매된 『만복이네 떡집』의 후속작 『장군이네 떡집』이 출간되었다. 마음과는 달리 입만 열면 나쁜 말과 행동이 튀어나와 욕쟁이, 심술쟁이로 불리던 만복이가 신비한 떡집을 만나 겪는 달콤한 변화를 그린 동화다.",,24492,BOOK
New Everyday English Book 2,English Textbook Committee (지은이),8546,국내도서>대학교재/전문서적>어문학계열>영어영문학>기초영어,9788976681881,The New Everyday English 2 textbook is designed for beginner students and low intermediate students alike. It aims to meet the needs of college attendees from various backgrounds and fields of study.,,2710,BOOK
존리의 부자되기 습관 (리커버) - 대한민국 경제독립 액션 플랜,존 리 (지은이),2225,국내도서>경제경영>재테크/투자>재테크/투자 일반,9791187481720,당신이 잠자는 동안에도 돈이 일하도록 시스템을 만들어 놓으면 시간이 당신을 부자로 만들어줄 것이다. 마음을 가다듬고 투자를 결심해도 무엇부터 시작해야 할지 막막한 사람들을 위해 저자는 경제독립을 위한 10단계 과정을 제시한다.,,4430,BOOK
눈물점,"미야베 미유키 (지은이), 김소연 (옮긴이)",51058,국내도서>소설/시/희곡>추리/미스터리소설>일본 추리/미스터리소설,9788998791995,한밤중. 첫째 형수가 둘째 사위의 방에서 몰래 나오는 광경을 목격한 가족이 이를 추궁하자 첫째 형수는 아무것도 기억나지 않는다며 눈물을 흘린다. 이때 첫째 형수의 눈 밑에 있던 눈물점이 톡 튀어나와 구석으로 도망치는 걸 알아차린 사람은 이 집의 막내딸뿐이었다.,,1954,BOOK
"다시, 수학이 필요한 순간 - 질문은 어떻게 세상을 움직이는가",김민형 (지은이),51334,국내도서>과학>수학>수학 일반,9791189995997,"2018년 《수학이 필요한 순간》을 통해 단숨에 베스트셀러에 올라 바야흐로 ‘수학 교양서 시대’를 연 한국인 최초의 옥스퍼드대 수학과 교수, 김민형 교수가 《다시, 수학이 필요한 순간》로 독자들을 다시 찾아왔다.",,4636,BOOK
"규칙 없음 - 넷플릭스, 지구상 가장 빠르고 유연한 기업의 비밀","리드 헤이스팅스, 에린 메이어 (지은이), 이경남 (옮긴이)",282,국내도서>경제경영>기업 경영>조직/인력/성과관리,9788925599632,"넷플릭스의 현 CEO가 쓴 첫 책으로, 넷플릭스의 경영 방식과 기업문화에 관해 인시아드 경영대 교수 에린 마이어와 대담하는 방식으로 이뤄진다. 어떻게 넷플릭스는 모두의 상식을 뒤엎는 파격적인 행보로 세계 최고 가치의 기업이 되었을까? 미국과 영국, 이탈리아, 일본 등 전 세계 20개국에 판권이 팔린 《규칙 없음》에 낱낱이 공개된다.",,10192,BOOK
생각하고 표현하는 글쓰기,목원대학교 교양국어 교재편찬위원회 (지은이),51538,국내도서>인문학>책읽기/글쓰기>글쓰기,9791185939735,국어역량강화 시리즈 2권.,,1581,BOOK
소원 떡집,"김리리 (지은이), 이승현 (그림)",48874,국내도서>어린이>동화/명작/고전>국내창작동화,9788949162058,2010년 출간 이후 누적 20만 부가 판매된 &lt;만복이네 떡집&gt; 후속작. 볼품없이 태어나 사람이 되기를 꿈꾸던 꼬랑쥐가 아이들에게 소원 떡을 나눠 주는 배달원이 되어 자기 자신뿐만 아니라 상처 입은 아이들을 치유하는 여정을 보여 준다.,,20854,BOOK
설민석의 세계사 대모험 6 - 미국 편 : 인디펜던스 데이,"설민석, 잼 스토리 (지은이), 박성일 (그림), 이창신 (감수)",48905,국내도서>어린이>사회/역사/철학>세계사,9791196893170,"독자들이 재미와 감동이 있는 이야기로 자연스럽게 세계사를 배울 수 있도록 구성한 역사만화이다. 램프 원정대와 함께 넓디넓은 세계를 탐험하며 주요한 세계사 사건을 생생하게 경험하고, 하나의 사건을 다양한 관점으로 바라볼 수 있는 눈을 키울 수 있다.",,5685,BOOK
미국 주식이 답이다 2021 - 생초보도 돈 버는 글로벌 투자 원포인트 레슨,"이항영, 이승원, 장우석 (지은이)",174,국내도서>경제경영>재테크/투자>주식/펀드,9788956593838,미국주식 투자를 시작한다면 반드시 읽고 가는 필수 관문 같은 책이 있다. 2016년부터 시작해 미국주식 투자의 교과서로 자리 잡은 &lt;미국주식이 답이다&gt;이다. 이번 2021판은 향후 2~3년의 트렌드 전망까지 반영하여 한층 업그레이드하였다.,,1401,BOOK
만복이네 떡집,"김리리 (지은이), 이승현 (그림)",48874,국내도서>어린이>동화/명작/고전>국내창작동화,9788949161341,아이들의 일상을 재치와 풍부한 상상력으로 풀어내는 동화작가 김리리의 신작. 이번 동화는 집에서 부족함 없이 자랐지만 자기도 모르게 나쁜 말과 행동을 툭툭 내뱉고 마는 만복이가 신비한 떡집을 만나 겪는 따듯하고 흥겨운 변화를 담고 있다.,,55515,BOOK
"진짜 진짜 얼굴을 찾아서 - 글 고문영, 그림 문상태","조용 (지은이), 잠산 (그림)",50993,국내도서>소설/시/희곡>한국소설>2000년대 이후 한국소설,9791190908740,서로 다른 세 사람이 만나 상처를 보듬고 치유해 가는 조금은 이상한 로맨틱 코미디 [사이코지만 괜찮아]. 드라마 속 사랑을 모르는 유명 동화 작가 문영이 쓴 동화들을 책으로 만나는 '사이코지만 괜찮아 특별 동화' 시리즈가 위즈덤하우스에서 출간된다.,,8287,BOOK
지적 대화를 위한 넓고 얕은 지식 1 - 현실 편 : 역사 / 경제 / 정치 / 사회 / 윤리,채사장 (지은이),51378,국내도서>인문학>교양 인문학,9791190313186,"고대 이후부터 현대까지 우리에게 좀 더 가까운 시간의 지식들을 다룬 책이다. 고대 이후는 이원론이 지배하는 시대였기에, 책의 구조는 이분법을 따른다. 현실 세계를 지배자와 피지배자로 구분해 어렵고 복잡한 지식들을 하나의 단순한 구조로 재편한다.",,75433,BOOK
검찰개혁과 촛불시민 - 조국 사태로 본 정치검찰과 언론,조국백서추진위원회 (지은이),51277,국내도서>사회과학>한국정치사정/정치사>한국정치사정/정치사-일반,9788997780402,"2019년 8월 조국 법무부 장관 지명으로 촉발되어 검찰개혁을 둘러싸고 벌어진 우리 사회의 갈등, 검찰 수사와 언론 보도, 촛불시민의 진화 과정을 충실하게 기록한 책이다.",,4103,BOOK
