title,author,genre_id,genre,ISBN,description_aladin,description_naver,salesPoint,mallType
요츠바랑! 15,아즈마 키요히코 (지은이),2552,국내도서>만화>코믹/명랑만화,9791136279248,"오늘 요츠바는 도쿄로 놀러 간다. 요츠바가 가고 싶은 곳은 긴자, 다이칸야마, 신주쿠, 하라주쿠……? 어린이와는 전혀 어울리지 않는 도쿄에서 오늘도 요츠바는 즐거운 하루를 보낸다!",,5827,BOOK
"2021 큰별쌤 최태성의 별★별한국사 한국사능력검정시험 심화(1, 2, 3급) 상 - 한국사능력검정시험 심화(1, 2, 3급)에 대비한 맞춤 기본서",최태성 (지은이),166525,"국내도서>수험서/자격증>한국사능력검정시험>심화(1,2,3급)",9791165985110,"7일 만에 한능검 합격 점수를 획득할 수 있도록 시험에 꼭 나오는 핵심 내용만을 압축하여 담았다. 20년 넘게 판서를 연구해 온 판서의 장인 큰별쌤이 핵심만을 모아 만들어낸 10개의 아트 판서를 수록하였고, 시험에 자주 나오는 기출 자료와 대표 기출문제를 선별하여 수록하였다.",,11616,BOOK
설민석의 한국사 대모험 17 - 6.25 전쟁 편 : 황금순 할머니의 소원,"설민석, 스토리박스 (지은이), 정현희 (그림), 김영미 (감수)",48904,국내도서>어린이>초등 한국사,9791165382940,"우리 현대사의 가장 큰 비극인 6·25 전쟁을 다루고 있다. 정치적, 군사적, 국제적 이슈가 아니라, 전쟁의 피해를 온몸으로 감내해야 했던 우리 할아버지, 할머니들의 이야기를 담았다.",,6795,BOOK
지구인만큼 지구를 사랑할 순 없어,정세랑 (지은이),51371,국내도서>에세이>한국에세이,9791191583793,"이 시대 가장 사랑받는 작가 정세랑의 첫 번째 에세이. 정세랑의 소설들이, 정세랑이라는 작가가 어떻게 탄생하고 만들어졌는지 ‘정세랑 월드’의 모든 비밀이 고스란히 담겨 있다. 가지 않았더라면 만나지 못했을 사람들과 가지 않았더라면 쓰지 못했을 것들에 대한 기록이 가득하다.",,9348,BOOK
손미나의 나의 첫 외국어 수업,손미나 (지은이),70216,국내도서>자기계발>성공>성공학,9791158512194,"스페인 시청률 1위 시사토크쇼 &lt;국민의 거울&gt;에서 유창한 스페인어 실력으로 한국의 코로나19 방역 체계와 대응책에 대해 소개한 이후, ‘민간 외교관’이라 불리며 화제의 중심에 섰던 손미나가 30년간 외국어를 공부하면서 터득한 비법과 노하우를 정리한 책 《손미나의 나의 첫 외국어 수업》으로 돌아왔다.",,2492,BOOK
추미애의 깃발,"추미애, 김민웅 (지은이)",51220,국내도서>사회과학>정치학/외교학/행정학>정치인,9788935668687,"개혁정치가 추미애가 인문학자 김민웅과 나눈 대담집이다. 정치인생을 돌아보며, 자신의 생각과 정책을 담았다.",,2497,BOOK
그러라 그래 (양장),양희은 (지은이),52905,국내도서>에세이>명사에세이>방송연예인에세이,9788934984979,"데뷔 51년 차에도 한 그루 느티나무처럼 늘 같은 자리에 서서 세월만큼 깊어진 목소리로 노래하는 현재진행형 가수 양희은의 에세이. 지나온 삶과 노래, 일상의 소중한 순간들을 마치 오랜 친구의 사연을 낭독하듯 따스하고 정감 있게 담았다.",,10411,BOOK
"2021 큰별쌤 최태성의 별★별한국사 한국사능력검정시험 심화(1, 2, 3급) 하 - 한국사능력검정시험 심화(1, 2, 3급)에 대비한 맞춤 기본서",최태성 (지은이),166525,"국내도서>수험서/자격증>한국사능력검정시험>심화(1,2,3급)",9791165985127,"판서의 장인 큰별쌤 최태성이 핵심만을 모아 만든 아트 판서를 수록하고, 시험에 자주 등장하는 사료, 사진, 지도 등을 모아 해설하여 합격을 위한 필수 개념을 익히기 쉽게 하였다.",,10785,BOOK
ETS 토익 정기시험 기출문제집 1000 Vol. 2 Reading (리딩) - All New 최신 기출 10회 기출문제 한국 독점 출간,ETS (엮은이),49854,국내도서>외국어>토익>Reading,9788917232196,"정기시험 최신 기출문제 10세트가 수록되어 있다. 기출문제를 통해 토익 최신경향을 숙지하고 실전 감각을 키워 실제 시험에 확실하게 대비할 수 있다. 또한, 출제기관 ETS가 제공하는 표준 점수환산표를 수록했다.",,45605,BOOK
최애의 아이 3,"아카사카 아카 (지은이), 요코야리 멘고 (그림)",3742,국내도서>만화>순정만화>레이디스 코믹,9791136275561,"지방도시에서 산부인과 전문의로 일하는 고로는 연예계와 아무런 접점이 없는 나날을 보내고 있었다. 한편, 그의 '최애' 아이돌인 호시노 아이는 차츰 스타덤에 오르고 있었다. 그런 두 사람이 '최악'의 형태로 만나 운명이 움직이기 시작하는데…?!",,2618,BOOK
세금 내는 아이들 - 어린이를 위한 경제 교육 동화,"옥효진 (지은이), 김미연 (그림)",48909,국내도서>어린이>사회/역사/철학>정치/경제/법,9788947547260,유튜브 '세금 내는 아이들' 속 현직 초등학교 선생님인 저자가 반 아이들과 함께 직접 체험한 ‘학급 화폐’ 활동을 토대로 만들어진 이야기다. 아이들이 ‘돈’은 무엇이며 우리의 삶에 왜 필요한 것인지를 배워나가도록 돕는다.,,18351,BOOK
ETS 토익 정기시험 기출문제집 1000 Vol. 2 Listening (리스닝) - ALL New 최신 기출 10회 기출문제 한국 독점 출간,ETS (엮은이),49855,국내도서>외국어>토익>Listening,9788917232189,"정기시험 기출문제 10세트가 수록되어 있다. 출제기관 ETS가 제공하는 표준 점수 환산표를 수록했다. 문제를 풀었다면 환산표를 통해 자신의 실력이 어느 정도인지 가늠할 수 있다. 또한 교재 학습자를 위한 온라인 학습 커뮤니티을 통해, 교재 MP3 및 학습 콘텐츠, 정기시험 대비특강을 지원한다.",,41929,BOOK
심신 단련 (리커버) - 이슬아 산문집,이슬아 (지은이),51371,국내도서>에세이>한국에세이,9791196589134,"일상을 지탱하는 몸과 마음을 탐구하는 산문집. 2019년 &lt;일간 이슬아&gt; 시즌 2에 연재된 산문 원고를 모아 다듬은 책이다. 일, 돈, 집, 가족, 우정, 요령, 운동, 반복에 대해 이슬아의 구체적인 언어로 이야기한다.",,4887,BOOK
달러구트 꿈 백화점 (50만 부 기념 드림 에디션) - 주문하신 꿈은 매진입니다,이미예 (지은이),51122,국내도서>소설/시/희곡>판타지/환상문학>한국판타지/환상소설,9791165341909,"이미예 장편소설. 잠들어야만 입장할 수 있는 독특한 마을. 그곳에 들어온 잠든 손님들에게 가장 인기 있는 곳은, 온갖 꿈을 한데 모아 판매하는 '달러구트의 꿈 백화점'이다. 긴 잠을 자는 사람들은 물론이고, 짧은 낮잠을 자는 사람들과 동물들로 매일매일 대성황을 이룬다.",,94560,BOOK
고양이 해결사 깜냥 3 - 태권도의 고수가 되어라!,"홍민정 (지은이), 김재희 (그림)",48874,국내도서>어린이>동화/명작/고전>국내창작동화,9788936448011,아파트 경비실과 피자 가게를 거쳐 깜냥이 찾아간 곳은 기합 소리가 웅장하게 울려 퍼지는 태권도 도장이다. 흰띠를 배에 두르고 태권도 사범의 조수가 된 깜냥은 태권도의 고수가 될 수 있을까?,,20575,BOOK
타인의 집,손원평 (지은이),50993,국내도서>소설/시/희곡>한국소설>2000년대 이후 한국소설,9788936438456,"『아몬드』 작가 손원평의 첫번째 소설집. 이번 소설집에는 작품활동을 시작하던 시기의 작품부터 2021년 봄에 발표한 최신작까지, 작가가 소설을 쓰기 시작하며 가장 먼저 천착한 고민들이 5년의 궤적으로 오롯이 담겼다.",,2452,BOOK
매매의 기술 - 박병창의 돈을 부르는,박병창 (지은이),174,국내도서>경제경영>재테크/투자>주식/펀드,9791191347180,여의도 최고의 트레이더로 이름난 박병창이 16가지 상황별 매매 타이밍과 실전 노하우를 공유한다. 이 책은 특히 ‘타이밍’에 집중했다. 매매로 수익을 낼 가능성이 큰 16가지 상황별로 어떤 점을 주시하고 어떤 시기에 매수 또는 매도해야 하는지를 자세하게 정리했다.,,11281,BOOK
설민석의 세계사 대모험 9 - 중국 편 : 분열의 시작,"설민석, 김정욱 (지은이), 박성일 (그림), 김영수 (감수)",48905,국내도서>어린이>사회/역사/철학>세계사,9791191496017,"세계사 현장으로 시간 여행을 떠나, 설쌤이 들려주는 재미있는 세계사 이야기. 마치 여행을 떠난 듯, 세계의 역사를 생생하게 경험하고, 그 속에서 다양한 사람을 만나며 리더가 지녀야 할 덕목을 배워 보자.",,3546,BOOK
긴긴밤 - 제21회 문학동네어린이문학상 대상 수상작,루리 (지은이),48874,국내도서>어린이>동화/명작/고전>국내창작동화,9788954677158,"제21회 문학동네어린이문학상 대상 수상작. 지구상의 마지막 하나가 된 흰바위코뿔소 노든과 버려진 알에서 태어난 어린 펭귄이 수없는 긴긴밤을 함께하며, 바다를 찾아가는 이야기이다.",,133580,BOOK
"해커스 토익 RC 리딩 READING - 본 교재 무료 동영상강의 제공 | 시험장에도 들고 가는 토익 RC 필수 어휘(별책) & 단어암기 MP3 제공 | 실전모의고사 4회분 제공 | 토익 최신기출경향 반영, 최신개정판",David Cho (지은이),49854,국내도서>외국어>토익>Reading,9788965423348,토익 시험 최신기출경향을 완벽하게 분석하여 반영했다. 토익 READING 최신 출제 경향 한눈에 보기와 해커스 스타강사의 무료 실전 문제 해설강의를 제공한다. 진단고사로 실력 점검하고 자신에게 맞는 수준별 학습플랜을 선택할 수 있다. 한 권으로 기본부터 실전까지 토익 RC 대비가 가능하다.,,21196,BOOK
헤르만 헤세의 나무들,"헤르만 헤세 (지은이), 안인희 (옮긴이)",51373,국내도서>에세이>외국에세이,9788936478698,"노벨 문학상 수상 작가 헤르만 헤세가 나무와 삶에 대해 써내려간 시와 에세이를 담은 책으로, 한수정 작가가 참여해 헤세가 느낀 나무의 다정한 목소리와 따뜻한 위로를 서정적이고도 아름다운 삽화로 표현해냈다.",,5898,BOOK
인간교육을 위한 새로운 흐름 - 듀이와 교육사상,"이케다 다이사쿠, 짐 개리슨, 래리 히크먼 (지은이)",51440,국내도서>인문학>철학 일반>교양 철학,9791164842872,더 행복하고 민주주의적이며 휴머니즘적인 인간을 기르기 위한 대담이 펼쳐진다! 대담자 3인은 대화를 통해 인간과 교육철학에 관한 생각을 풀어나가며 우리는 이 대담을 통해 참된 교육관을 배우고 인간애를 느낄 수 있다. 창가교육이 제시하는 ‘인격가치 창조’의 비전을 알아보자.,,3397,BOOK
강원국의 어른답게 말합니다 - 품격 있는 삶을 위한 최소한의 말공부,강원국 (지은이),70227,국내도서>자기계발>협상/설득/화술>화술,9788901250014,"베스트셀러 『대통령의 글쓰기』의 저자 강원국이 품격 있는 삶을 위한 '말하기'에 관해 이야기한다. 누구보다 '말의 기본'에 천착해온 저자가 '말이 되는 삶, 삶이 되는 말'에 관해 들려주는 73가지 말공부 수업을 담았다.",,6069,BOOK
나는 왜 내가 힘들까 - 나 자신과의 싸움에 지친 이들을 위하여,"마크 R. 리어리 (지은이), 박진영 (옮긴이)",51514,국내도서>인문학>심리학/정신분석학>교양 심리학,9791165796143,저자 마크 리어리는 자아가 마치 인간에게 내려진 저주와도 같다고 이야기한다. 우리가 인생에서 겪는 가장 큰 고난들의 대부분은 직간접적으로 자아의 소행이라는 것이다.,,2655,BOOK
우리말 어감 사전 - 말의 속뜻을 잘 이해하고 표현하는 법,안상순 (지은이),51543,국내도서>인문학>기호학/언어학>한국어/한문,9791189683887,사전 편찬의 장인이 국어사전에 다 담지 못한 우리말의 ‘속뜻’. 확실히 검증된 객관적인 의미만을 간결하게 수록하는 사전에서는 쉽게 드러내기 어려웠던 편찬자의 고민과 생각이 알뜰하게 담겨 있다.,,14416,BOOK
플롯 강화 - 길 잃은 창작자를 위한 글쓰기 수업,"노아 루크먼 (지은이), 신소희 (옮긴이)",51538,국내도서>인문학>책읽기/글쓰기>글쓰기,9791191114126,"노아 루크먼은 작가들이 ‘기가 막힌 아이디어’에만 의존해서는 안 된다고 말한다. 아이디어는 아이디어일 뿐, 독자는 언제나 훌륭하게 구성된 이야기에만 마음을 연다고 강조한다.",,3120,BOOK
돈의 역사는 되풀이된다 - 돈의 흐름을 읽는 눈,홍춘욱 (지은이),8587,국내도서>경제경영>경제학/경제일반>화폐/금융/재정,9791191393163,"이코노미스트 홍춘욱 박사가 돈 공부만 28년 한 모든 노하우를 담아 경제 흐름과 부동산, 주식, 투자에 필요한 현실적인 조언, 즉 돈의 흐름을 읽는 법을 담았다. 최신의 경제 데이터와 이슈가 되는 핵심 쟁점을 놓치지 않고, 실제 세상과 돈에 관한 정보를 통찰력 있게 담았다.",,7205,BOOK
전생했더니 슬라임이었던 건에 대하여 18 + 미니화집 특별판 - S Novel+,"후세 (지은이), 밋츠바 (그림), 도영명 (옮긴이)",89167,국내도서>소설/시/희곡>라이트 노벨>S 노벨,9791166119880,슬라임이 이세계에서 성공하는 법. 치트스킬[대현자]와 [포식자]를 무기로 최강몬스터의 길로 돌진. 대인기 이세계 전생[轉生]판타지 소설이다.,,1334,BOOK
정신병의 나라에서 왔습니다 - 병과 함께 살아가는 이들을 위한 안내서,"리단 (지은이), 하주원 (감수)",51514,국내도서>인문학>심리학/정신분석학>교양 심리학,9791191187908,어떻게 정신질환을 안고 삶을 주체적으로 관리해나갈 수 있을까? 정신병의 세계를 살아가는 모든 이들을 위한 지침서.,,4590,BOOK
어떻게 말해줘야 할까 - 오은영의 현실밀착 육아회화,"오은영 (지은이), 차상미 (그림)",51786,국내도서>좋은부모>육아>육아법/육아 일반,9788934986652,‘국민 육아멘토’ ‘대한민국 엄마·아빠들의 엄마’ 오은영 박사의 신간. 누구나 쉽게 따라 할 수 있는 ‘부모의 말 한마디’를 친절하게 알려주는 책이다. 아이에게 하는 부모의 말이 잔소리가 아니라 효과적인 훈육이 되는 방법을 소개한다. 차상미 작가의 그림을 여럿 더하여 따스함과 친근한 분위기도 느껴진다.,,46276,BOOK
어린이라는 세계,김소영 (지은이),51371,국내도서>에세이>한국에세이,9791160946918,"10년 남짓 어린이책 편집자로 일했고, 지금은 독서교실에서 어린이들과 책을 읽는 저자는 어린이의 존재를 더 잘 보이게 하기 위해 부지런히 글을 쓰고 목소리를 내 왔다. 이 책에는 저자가 어린이들과 만나며 발견한, 작고 약한 존재들이 분주하게 배우고 익히며 자라나는 세계가 담겨 있다.",,41804,BOOK
2021 제12회 젊은작가상 수상작품집,"전하영, 김멜라, 김지연, 김혜진, 박서련, 서이제, 한정현 (지은이)",50993,국내도서>소설/시/희곡>한국소설>2000년대 이후 한국소설,9788954678407,"한국문학과 독자를 잇는 단단한 가교 역할을 하며 지금의 한국문학장을 생기롭게 만드는 젊은작가상이 올해로 12회를 맞았다. 해를 거듭할수록 젊은작가상을 향한 관심과 응원이 뜨거워지는 만큼 상이 지닌 무게를 깊이 헤아리게 되는 올해, 젊은작가상에 이름을 올린 수상 작가는 전하영 김멜라 김지연 김혜진 박서련 서이제 한정현이다.",,16576,BOOK
신비 2,반지 (지은이),7443,국내도서>만화>인터넷 연재 만화,9788925588360,"자신이 깨어나기 전에 갇혀 있었던 것과 비슷한 모양의 구슬을 발견한 신비. 자신과 같은 존재가 깨어날 거라 기대하며 근처 물가로 향하는데, 그 자리에서 구슬이 처참히 깨져버리는 걸 목격한 신비는 자신만 살아남았다는 괴로워한다.",,1412,BOOK
십 년 가게 5 - 한가할 때도 있습니다,"히로시마 레이코 (지은이), 사다케 미호 (그림), 이소담 (옮긴이)",48877,국내도서>어린이>동화/명작/고전>외국창작동화,9791191766103,십 년 동안 물건을 맡아 주는 마법의 시간 가게 이야기 &lt;십 년 가게&gt;의 다섯 번째 권이다. 요즘 십 년 가게는 꽤나 한가하다. 손님들이 찾아왔지만 이런저런 사정으로 계약을 못 했기 때문이다. 마법사와 카라시는 십 년 가게에 찾아온 최대 위기를 어떻게 극복할까?,,1751,BOOK
"해커스 토익 LC 리스닝 LISTENING - 본 교재 무료 동영상강의 제공 | 시험장에도 들고 가는 토익 RC 필수 어휘(별책) & 단어암기 MP3 제공 | 실전모의고사 4회분 제공 | 토익 최신기출경향 반영, 최신개정판",David Cho (지은이),49855,국내도서>외국어>토익>Listening,9788965423355,"파트별 최신 출제 경향과 문제 풀이 방법을 확인할 수 있는 구성을 매 영역마다 제공하고, 자주 틀리는 오답패턴을 수록하였다. 시각 자료, 의도 파악 문제 등 토익 최신 출제 경향을 완벽하게 반영하고, 핵심 대비 전략과 출제 가능성이 높은 유형의 문제들을 제시한다.",,16343,BOOK
"2021 큰별쌤 최태성의 별★별한국사 기출 500제 한국사능력검정시험 심화(1.2.3급) - 2021년 시험 대비, 최신 기출문제 10회분 수록",최태성 (지은이),166525,"국내도서>수험서/자격증>한국사능력검정시험>심화(1,2,3급)",9791165982089,"2020년 50회 시험부터 2018년 41회 시험까지 최신 기출문제 10회분, 총 500문항을 수록하였다. 기출 BOOK은 실제 시험지를 그대로 구현하여 실전과 같은 문제풀이가 가능하며, 해설 BOOK은 선택지 하나하나 꼼꼼하게 설명하였다.",,8937,BOOK
개 - 김금숙 만화,김금숙 (지은이),36192,국내도서>만화>그래픽노블,9791162850824,"그동안 시대적, 역사적 아픔을 겪으며 사회에 소외된 사람들의 삶을 조명해온 김금숙 만화가가 이번에는 인간과 개와의 교감, 반려동물과 그들을 지키려는 사람들의 사랑과 책임에 대한 이야기를 감동 있게 풀어 그래픽노블로 그려냈다.",,661,BOOK
해커스 토익 스타트 RC Reading (리딩) 입문서 - 최신기출경향 반영 | 초보를 위한 토익 리딩 입문서 | 기초 문법ㆍ어휘ㆍ독해 4주 완성 [실전모의고사(별책)+ 단어암기장&MP3 제공],David Cho (지은이),49854,국내도서>외국어>토익>Reading,9788965423379,해커스 토익 스타트 Reading 2020 최신개정판. 토익 기초 문법.어휘.독해 4주 완성 교재로 최신기출경향을 완벽하게 분석하고 반영했다. 지문 끊어 읽기와 상세한 해설로 모든 지문 및 문제를 꼼꼼하게 학습할 수 있다. 독해 문제를 명쾌하게 해결해주는 문제풀이 전략과 실전 대비를 위한 실전모의고사(별책) 1회분 을 제공한다.,,42822,BOOK
문명 1,"베르나르 베르베르 (지은이), 전미연 (옮긴이)",89481,국내도서>소설/시/희곡>과학소설(SF)>외국 과학소설,9788932921037,인류 문명이 벼랑 끝에 다다른 세상을 무대로 『고양이』의 주인공이었던 고양이 바스테트가 모험을 펼치는 소설이다. 고양이들의 최종 목표는 인류 문명을 대신할 새로운 문명을 건설하는 것이다. 그 과정에서 다양한 동물들은 고양이의 아군이 되기도 하고 적이 되기도 한다.,,6027,BOOK
명탐정 코난 99,아오야마 고쇼 (지은이),2556,국내도서>만화>본격장르만화>추리/미스터리,9791136736383,"런던 북스홀 브릿지… 그곳에서는 무슨 일이 있었는가? 세라 마스미?메어리 모녀에게 남겨진 수수께끼가 밝혀지고, 모델 파티 독살사건 해결편, 카자미의 위기에 달려간 아무로 토오루가 코난과 소년 탐정단을 조우하는 목장 감금 사건이 펼쳐진다.",,4433,BOOK
팥빙수의 전설,이지은 (지은이),35134,국내도서>유아>그림책>나라별 그림책>한국 그림책,9788901232232,"찌는 듯한 여름날 가장 생각 나는 음식 중 하나인 팥빙수에 대한 엉뚱발랄한 상상을 담은 그림책이다. 깊은 산속에서 할머니가 혼자 농사를 지으며 살고 있다. 탱글탱글 과일이 익어 가고 달달구수한 단팥죽이 완성되자, 시장 내다 팔기 위해 할머니는 길을 나서는데….",,22224,BOOK
틴틴팅클! - 단짝 틴틴이와 팅클이의 명랑한 하루,난 (지은이),7443,국내도서>만화>인터넷 연재 만화,9788927812128,귀염둥이 고양이 틴틴과 팅클의 따스한 일상을 담은 웹툰《틴틴팅클!》이 책으로 출간됐다. 누구라도 보자마자 사랑할 수밖에 없는 귀여운 고양이 캐릭터들이 풀어나가는 아기자기한 일상담은 공감을 자아내는 추억 이야기가 가득하다.,,7051,BOOK
20일 만에 끝내는 해커스 토익 750+ RC(리딩) - 최신 토익기출경향 완벽 반영 | 기출 유형별로 완성하는 리딩 집중공략서 [실전모의고사 3회분(별책 1회+온라인 2회) 제공],David Cho (지은이),49854,국내도서>외국어>토익>Reading,9788965424222,토익 최신 기출경향을 완벽하게 반영한 기출 유형으로 완성하는 리딩 집중공략서다. 기출 포인트를 빈틈 없이 잡아주는 단계별 다양한 문제로 구성되었다. 토익 리딩에 꼭 필요한 문법 기초 지식을 마스터할 수 있다. 실전모의고사 3회분과 지문과 문제의 완벽한 이해를 위한 꼼꼼한 해설을 제공한다.,,23324,BOOK
밤의 여행자들,윤고은 (지은이),51065,국내도서>소설/시/희곡>추리/미스터리소설>한국 추리/미스터리소설,9788937473036,"'오늘의 젊은 작가' 3권. 한겨레문학상, 이효석문학상 수상 작가 윤고은의 장편소설. 윤고은은 어딘지 불미스럽게 재난과 여행을 한데 모아 놓고 이야기를 시작한다. 재난 그 자체가 아니라 재난의 이미지가 상품이 되는 세상을 통해 묵시록적인 세계를 그려 낸다.",,6820,BOOK
새벽의 연화 34,"미즈호 쿠사나기 (지은이), 이상은 (옮긴이)",4134,국내도서>만화>본격장르만화>판타지>드라마틱 판타지,9791134885151,"척박한 땅에서도 자라나는 작물을 찾기 위해 여행을 떠난 연화 일행! 여행 도중, 연화에게 검을 가르치던 학은 비장한 결의를 다지는데…. 평소와 다른 그의 모습에 신경이 쓰이는 연화. 그런 그녀에게 학이…?!",,1427,BOOK
죽음의 수용소에서 - 개정보급판,"빅터 프랭클 (지은이), 이시형 (옮긴이)",51522,국내도서>인문학>심리학/정신분석학>이론 심리학,9788936811549,20세기를 대표하는 사상가이자 정신 의학자인 빅터 프랭클의 자전적인 에세이. 나치 강제 수용소에서 겪은 참혹한 고통을 건조하고 담담한 시선으로 술회한다.,,66232,BOOK
문명 2,"베르나르 베르베르 (지은이), 전미연 (옮긴이)",89481,국내도서>소설/시/희곡>과학소설(SF)>외국 과학소설,9788932921044,인류 문명이 벼랑 끝에 다다른 세상을 무대로 『고양이』의 주인공이었던 고양이 바스테트가 모험을 펼치는 소설이다. 고양이들의 최종 목표는 인류 문명을 대신할 새로운 문명을 건설하는 것이다. 그 과정에서 다양한 동물들은 고양이의 아군이 되기도 하고 적이 되기도 한다.,,5697,BOOK
2021 Stima 면접 지방직 1,스티마 (지은이),140199,국내도서>수험서/자격증>공무원 수험서>공무원 면접/수기>면접,9791185907895,"지방직공무원 면접특성을 고려하여 구성한 수험서다. 1권은 모든 지방공무원 면접에서 핵심인 공직관, 경험형, 상황형, 개인신상 관련 질문과 사례를 중심으로 구성하였다. 지방, 인천, 경기도 강의에 공통으로 적용되는 교재다.",,741,BOOK
나는 오늘 나에게 ADHD라는 이름을 주었다 - 서른에야 진단받은 임상심리학자의 여성 ADHD 탐구기,신지수 (지은이),51514,국내도서>인문학>심리학/정신분석학>교양 심리학,9791160806595,"ADHD 증상을 의심하고 있거나 이미 진단받은 이, 자신 외의 ADHD 여성이 어떤 모습으로 살아가는지 알고 싶은 여성, 자녀에게서 ADHD 증상을 발견하고 걱정하는 부모 들은 물론 의료계 젠더 편향에 관심 있는 이들에게도 도움이 될 것이다.",,2285,BOOK
"메타버스 새로운 기회 - 디지털 지구, 경제와 투자의 기준이 바뀐다","김상균, 신병호 (지은이)",3065,국내도서>경제경영>경제학/경제일반>경제이야기,9791190242868,디지털 지구를 처음 국내 대중에게 알린 메타버스의 선구자인 김상균은 『메타버스 새로운 기회』를 통해 메타버스란 무엇이고 앞으로 메타버스가 나아갈 방향을 설명하여 많은 사람들에게 새로운 지구에 사는 방법과 미래를 거머쥘 비책을 전달한다.,,4967,BOOK
